LH No.,Subject:,Date,Tags,Description
75-1122,Floods,1972,flooded street; damaged buildings; 1970s automobiles; flood debris; black and white photograph,"A black and white photograph from 1972 showing flood damage in Corning, NY, with a partially submerged 1970s sedan in floodwaters, damaged residential and commercial buildings, overturned vehicles, and a visible sign reading ""CARS TRUCKS OPEN"" amid the destruction and debris."
75-1123,Floods,1972,flooded landscape; trees submerged; 1972 flood; black and white photograph; aerial view,"An aerial view of the 1972 Corning flood showing trees and vegetation partially submerged in floodwaters, with a forested hillside visible in the background."
75-1124,Floods,1972,flooded street; submerged vehicles; 1972 flood; corning ny; black and white photograph,"An aerial view of a flooded street in Corning, NY during the 1972 flood, showing multiple automobiles partially submerged in floodwaters with buildings visible in the background."
75-1125,Floods,1972,flooded residential neighborhood; submerged houses; 1970s automobile; black and white photograph; flood damage,"A black and white photograph documenting the 1972 flood in Corning, NY, showing residential houses with water reaching basement and first-floor windows, a partially submerged 1970s station wagon in the foreground, and utility poles amid the floodwaters."
75-1126,Floods,1972,flood damage; residential building; debris; black and white photograph; 1972 disaster,"A black and white photograph showing a white-sided residential structure with visible flood damage, surrounded by scattered debris and tangled electrical wires, documenting the aftermath of the 1972 flood in Corning, NY."
75-1127,Floods,1972,flood damage; tastee-freez restaurant; debris; 1972 disaster; black and white photograph,"A damaged Tastee-Freez restaurant in Corning, NY surrounded by flood debris and wreckage, with a person standing in the foreground, documenting the destruction from the 1972 flood."
75-1128,Floods,1972,flooded street; utility poles; debris; bare trees; black and white photograph,"A black and white photograph documenting severe flooding in Corning, NY during 1972, showing a completely submerged street with utility poles, scattered debris and logs in the floodwaters, bare trees lining the road, and buildings partially visible in the background."
75-1129,Floods,1972,flooded river; steel bridge; 1972 flood; corning ny; black and white photograph,"A steel truss bridge spans a swollen river during the 1972 flood in Corning, New York, with water submerging the surrounding landscape and hills visible in the misty background."
75-1130,Floods,1972,flooded river; metal bridge; 1972 flood; trees; black and white photograph,"This black and white photograph documents the 1972 Corning flood, showing a metal truss bridge partially submerged in floodwaters with trees visible along the riverbank and in the background."
75-1131,Floods,1972,flood damage; destroyed building; debris; forest; black and white photograph,"A severely damaged structure lies collapsed among scattered debris and rocks in a forested area, documenting destruction from the 1972 flood that affected Corning, NY."
75-1132,Floods,1972,flooded residential area; brick buildings; floodwaters; 1972 flood; black and white photograph,"This black and white photograph documents severe flooding in Corning, NY during the 1972 flood event, showing brick residential buildings partially submerged in floodwaters with reflections visible on the water's surface."
75-1133,Floods,1972,flood damage; destroyed building; debris; black and white photograph; 1972,"A black and white photograph documenting flood damage in Corning, NY from 1972, showing a partially destroyed structure with debris scattered in the foreground and a large expanse of floodwater or mud covering the landscape."
75-1134,Floods,1972,flood damage; residential structure; mud and debris; black and white photograph; 1972,"A 1972 photograph showing a flood-damaged residential building in Corning, NY with mud and debris surrounding the structure, a partially submerged entrance, and visible water damage to the foundation and lower levels of the house."
75-1135,Floods,1972,flood damage; destroyed building; 1972 flood; corning ny; black and white photograph,"A two-story white wooden building in Corning, NY lies severely damaged with collapsed structures and debris scattered around it, documenting the destruction from the 1972 flood."
75-1136,Floods,1972,flood damage; debris; residential area; 1972 flood; black and white photograph,"This black and white photograph documents flood damage in Corning, NY from 1972, showing residential buildings surrounded by scattered logs, debris, and sand deposits left by floodwaters, with damaged structures and uprooted trees visible throughout the affected area."
75-1137,Floods,1972,flooded area; industrial buildings; 1972 flood; black and white photograph; debris and water damage,"A black and white photograph documenting flood damage in Corning, NY from 1972, showing industrial structures partially submerged in floodwater with debris-covered ground in the foreground and damaged buildings visible in the background."
75-1138,Floods,1972,flooded buildings; 1972 flood; residential structures; black and white photograph; water damage,"A black and white photograph documenting the 1972 flood in Corning, NY, showing residential buildings partially submerged in floodwater with trees and utility poles visible in the background."
75-1139,Floods,1972,flooded building; milkshakes bar-b-os; flood damage; 1972; black and white photograph,"A damaged milkshake and barbecue restaurant with a visible rooftop sign reading ""MILKSHAKES BAR-B-QS"" stands amid flood debris and mud, with a person standing in front of the structure during the 1972 Corning flood."
75-1140,Floods,1972,flooded street; debris; 1970s automobiles; downtown corning; black and white photograph,"This black and white photograph documents the 1972 flood in Corning, NY, showing a flooded downtown street lined with commercial buildings, stranded vehicles partially submerged in water, and scattered debris and wreckage in the foreground."
75-1141,Floods,1972,flooded valley; aerial view; 1972 flood; submerged buildings; black and white photograph,"An aerial black and white photograph showing extensive flooding in a valley near Corning, NY in 1972, with partially submerged buildings, a water tower, and surrounding hillsides inundated by floodwaters."
